obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
31,1.2376613623707077e+18,199.181040068452,47.1792009720422,21.51836,21.10279,20.77804,20.44738,20.14542,3699,301,5,85,8.340843370135181e+18,GALAXY,0.1520247,7408,56780,643
32,1.2376487217851277e+18,220.039011645172,0.245526298322415,23.15055,21.18901,20.08355,19.32303,18.98441,756,301,4,696,4.53201796953934e+18,GALAXY,0.2578593,4025,55350,985
33,1.237664669499458e+18,131.626921518306,27.5646124272462,24.04494,21.45978,20.19571,19.3873,18.99539,4469,301,5,145,5.833457122684459e+18,GALAXY,0.5213284,5181,56298,617
34,1.2376623051128187e+18,206.374561297458,39.3641849746701,24.81082,22.92814,21.10887,20.09921,19.45089,3919,301,1,36,9.96092263726084e+18,GALAXY,0.5596868,8847,57429,313
35,1.237668294982894e+18,167.378185123522,20.0534493716864,25.40007,21.483,19.87101,19.10928,18.74362,5313,301,6,56,6.617115339372385e+18,GALAXY,0.4358687,5877,56041,733
36,1.237662529532068e+18,220.558362492693,11.9381795636004,19.56474,17.67303,16.49923,16.0269,15.69841,3971,301,3,146,1.9275915521677327e+18,GALAXY,0.159942,1712,53531,185
37,1.2376554954433495e+18,204.921277252044,-1.81844568080172,18.60274,17.39842,16.94041,16.6258,16.42892,2333,301,5,54,1.0269606686134374e+18,GALAXY,0.07040427,912,52427,509
38,1.2376515392423204e+18,148.423796859868,63.1765953617027,20.07975,18.52408,17.78062,17.40202,17.2508,1412,301,4,65,5.484424798467789e+17,GALAXY,0.1692555,487,51943,470
39,1.2376786173992645e+18,317.580713129275,0.633586541700349,23.09249,22.7143,21.98554,21.61234,22.09048,7717,301,1,46,5.788377411562527e+18,QSO,1.743417,5141,55746,458
40,1.2376737061172677e+18,121.542100777321,42.8012923632124,22.47654,22.10371,22.01863,21.76196,21.61135,6573,301,5,246,9.336141371634113e+18,QSO,1.179352,8292,57373,652
41,1.2376655354701417e+18,244.748696204324,17.1792464853121,19.5792,18.6417,18.31612,18.19012,18.17476,4671,301,2,113,4.5858893716272154e+18,STAR,-0.0004581296,4073,55663,360
42,1.237654602628662e+18,130.595513171524,3.85386018783045,24.75043,21.91183,20.33543,19.32021,18.70893,2125,301,6,79,4.288788408359475e+18,GALAXY,0.5108476,3809,55533,857
43,1.237658423018128e+18,162.685298530938,6.40423792590871,24.41473,22.83675,20.82126,19.70523,19.1063,3015,301,2,324,5.464011863695317e+18,GALAXY,0.5334075,4853,55928,71
44,1.2376623062020265e+18,244.542422930781,24.4073436237631,20.49841,18.48355,17.49014,16.9782,16.56879,3919,301,3,272,1.773350685996247e+18,GALAXY,0.06430536,1575,53493,212
45,1.2376514968357443e+18,127.659523712632,53.6642899599265,21.8193,20.69549,18.94394,18.27536,17.84378,1402,301,5,160,5.805246671714802e+18,GALAXY,0.3455213,5156,55925,388
46,1.2376621945345147e+18,208.957238309239,39.7733714322655,20.59386,20.35441,20.27942,20.22388,20.08325,3893,301,3,297,9.962168666295654e+18,QSO,2.146516,8848,57875,750
47,1.237654381974127e+18,128.590568338329,46.1451354256806,23.37527,22.20407,21.11216,20.21306,19.68551,2074,301,3,70,7.199269367733048e+18,GALAXY,0.6395019,6394,56330,965
48,1.2376785986323087e+18,11.3404206359309,3.68858276948293,18.78235,17.80082,17.45737,17.32614,17.27579,7712,301,6,405,9.85285741609775e+18,STAR,-0.000307443,8751,57685,390
49,1.2376672072898972e+18,119.04226174535,66.297786245248,20.48061,19.54972,19.22407,19.12728,19.14157,5060,301,4,170,3.6119958342222234e+18,STAR,-0.0004469314,3208,54853,396
50,1.237667781225284e+18,187.834519994621,21.4155241259332,23.43231,21.32833,19.60275,18.87473,18.49595,5194,301,1,481,6.735168529010809e+18,GALAXY,0.4029488,5982,56074,128
51,1.23765762790713e+18,146.77896738537,44.4362480872046,22.57228,22.94019,21.37852,20.30515,19.389,2830,301,1,245,9.329350507725347e+18,GALAXY,0.87517,8286,57062,523
52,1.2376794334508485e+18,13.9876068834169,-3.70242085662061,20.17066,19.6335,19.47743,19.10457,18.95818,7907,301,1,165,8.908218591872309e+18,QSO,2.460667,7912,57310,358
53,1.2376697010466327e+18,6.28761410148752,6.46296302453636,21.05476,20.81956,21.21803,21.41775,20.76304,5641,301,1,38,9.847352997939796e+18,GALAXY,0.02773298,8746,58396,845
54,1.2376515397962957e+18,234.712807311115,58.5032330712428,25.21834,24.28326,21.65998,20.29626,19.38503,1412,301,5,326,9.48686106545752e+18,GALAXY,0.6959991,8426,58224,103
55,1.237671124837532e+18,142.166027052932,13.5364289422444,21.42446,19.53691,18.18353,17.59657,17.20218,5972,301,5,179,5.978578908370721e+18,GALAXY,0.2506234,5310,55983,183
56,1.2376785986338163e+18,14.806457927441,3.59969492407713,23.38575,22.95078,22.80814,22.11446,21.88487,7712,301,6,428,1.0618448194148e+19,GALAXY,0.8824806,9431,58102,313
57,1.2376788584840563e+18,29.0268525266845,10.9705896519246,22.22021,21.05091,19.19382,18.53996,18.07271,7773,301,2,500,5.242290669352146e+18,GALAXY,0.3557285,4656,55828,366
58,1.2376591612027215e+18,243.878676219885,37.4079085610471,26.35652,21.89973,20.52988,19.77622,19.18257,3187,301,1,127,5.853671640085584e+18,GALAXY,0.619325,5199,56067,429
59,1.2376622246034148e+18,182.132555746353,39.6539052670329,20.37089,19.58801,19.35377,19.26266,19.12429,3900,301,3,360,2.777644343387777e+18,STAR,9.788277e-05,2467,54176,179
60,1.2376623035041055e+18,199.648149975229,52.7487807539498,21.28909,19.17077,17.80621,17.28194,16.90893,3918,301,6,65,7.608937231185892e+18,GALAXY,0.211266,6758,56415,384
61,1.2376802468011715e+18,328.335722975085,16.6898544552611,21.66623,21.88026,20.15248,19.27883,18.9608,8096,301,4,26,5.652127856572257e+18,GALAXY,0.4185616,5020,55852,401
62,1.2376577766162437e+18,133.177632915813,40.3791060533633,22.19926,21.23735,20.80816,20.30807,20.09093,2864,301,6,182,5.187230982370253e+18,QSO,1.963234,4607,56248,764
63,1.2376648531169119e+18,238.37515916845,24.3803872405471,22.25733,20.56858,18.7758,18.15902,17.72882,4512,301,3,261,2.0829555731076485e+18,GALAXY,0.3367979,1850,53786,148
64,1.2376634792555988e+18,326.007642450596,0.10725362934411,23.77517,23.10405,22.87389,22.01228,21.40537,4192,301,4,129,1.039098397591315e+19,GALAXY,1.147699,9229,58015,195
65,1.2376711237672632e+18,150.296941263264,14.2324333964769,19.3926,17.89624,17.20894,16.92184,16.74343,5972,301,3,232,3.6570648162977454e+18,STAR,0.0001830685,3248,54880,516
66,1.2376788590195507e+18,25.8612945609005,11.6956368923197,21.28536,20.85223,20.56726,20.35788,20.46392,7773,301,3,479,1.2444705402545e+19,QSO,1.514417,11053,58437,486
67,1.237666209788e+18,283.595595305887,18.0109373028717,20.07896,17.75079,16.74851,16.30044,16.02147,4828,301,2,235,3.16605672927215e+18,STAR,0.0003267101,2812,54639,95
68,1.2376653309172777e+18,161.321826936891,30.7405741279907,18.10947,17.17278,16.89233,16.77881,16.72841,4623,301,5,36,1.179048306009259e+19,STAR,4.275496e-05,10472,58159,215
69,1.2376593265674163e+18,249.835522729296,37.6319928595414,20.77868,20.66516,20.70025,20.4466,20.4069,3225,301,5,256,1.207875604381305e+19,QSO,1.807787,10728,58248,370
70,1.2376634792598572e+18,335.818302547189,0.0180519655269607,19.71455,18.38236,17.73082,17.34301,17.11894,4192,301,4,194,4.223458167541207e+17,GALAXY,0.09717656,375,52140,485
71,1.2376650259824643e+18,195.107182227106,35.2262382147252,21.04206,20.80386,20.62657,20.62922,20.20874,4552,301,5,156,4.47783321163716e+18,QSO,1.132233,3977,55335,470
72,1.2376591633462067e+18,236.495413369996,44.978225698885,20.899,19.89898,19.71214,19.60911,19.31324,3187,301,5,66,6.791475069107591e+18,QSO,2.229269,6032,56067,170
73,1.2376556914043136e+18,224.40345379425,-2.57484241302509,23.40449,21.88157,20.63552,19.79489,19.21447,2379,301,2,101,4.526220794179901e+18,GALAXY,0.5218371,4020,55332,375
74,1.2376621955948874e+18,168.384085145172,42.1104070844837,22.027,21.09079,21.05852,21.05729,21.11203,3893,301,5,93,5.2019078033344e+18,STAR,-0.0003847817,4620,55652,910
75,1.237661355932779e+18,181.636599353075,46.3734510062767,23.00144,23.02565,21.02842,19.86933,19.32952,3698,301,1,154,7.477301774426331e+18,GALAXY,0.6071231,6641,56383,729
76,1.2376551072923648e+18,140.047234595291,49.9011127483316,17.65224,17.11615,17.03724,16.92419,16.92103,2243,301,2,156,8.624693280317377e+17,QSO,1.69311,766,52247,109
77,1.2376640929023923e+18,137.197234311542,29.0132639502851,22.91121,22.24982,20.78505,19.92561,19.41626,4335,301,3,180,6.506736471554416e+18,GALAXY,0.3234911,5779,56338,585
78,1.2376637831321354e+18,19.3912772467566,-0.727289541649274,21.18463,18.70492,17.62992,17.18701,16.92052,4263,301,2,245,1.687729508263684e+18,STAR,5.778182e-05,1499,53001,20
79,1.237655746704376e+18,263.525679900788,60.4886268302706,20.11692,18.31322,16.9984,16.44194,16.07003,2392,301,1,137,3.985743695231324e+17,GALAXY,0.2759562,354,51792,21
80,1.2376622675427988e+18,240.68282625827,4.23152716897975,18.58764,17.67404,17.40989,17.18176,17.06244,3910,301,3,203,2.0683268408790487e+18,GALAXY,0.04979234,1837,53494,177
81,1.237667211055006e+18,155.971200226488,26.4997200122027,24.09093,21.84633,20.28854,19.49963,19.16306,5061,301,3,277,7.276771743519496e+18,GALAXY,0.4204334,6463,56340,293
82,1.2376654415257275e+18,220.037649105805,24.9091862882741,23.3889,22.51713,20.76352,19.78654,19.22049,4649,301,3,235,6.780296609416894e+18,GALAXY,0.5109907,6022,56076,463
83,1.237672026233899e+18,304.642166596412,59.6026354384083,21.06425,19.32416,18.52115,18.2406,18.04685,6182,301,4,28,2.8868252999310643e+18,STAR,-0.0002663219,2564,54275,65
84,1.2376593249602767e+18,254.281107664294,30.4659099503762,25.61063,19.88618,18.36451,17.81015,17.49411,3225,301,2,309,5.625204937762036e+18,GALAXY,0.2731659,4996,55720,760
85,1.2376517373840591e+18,217.690964817274,2.92617321131765,17.39602,16.40337,16.04427,15.88837,15.74693,1458,301,5,620,6.025007945996308e+17,GALAXY,0.02595572,535,51999,525
86,1.2376663397249188e+18,14.4577353226095,0.216660568020698,19.16386,17.26387,16.24369,15.77431,15.41631,4858,301,4,451,4.448478659829043e+17,GALAXY,0.1124821,395,51783,427
87,1.237659326028318e+18,244.996312692374,41.2739736800413,24.58337,24.01678,22.3938,20.7616,19.82185,3225,301,4,222,9.599484036021246e+18,STAR,2.699222e-05,8526,57898,223
88,1.2376788600750085e+18,343.068077070954,12.437708205418,26.11718,21.95147,21.06702,21.00998,20.83483,7773,301,5,200,5.687084360949586e+18,STAR,-0.0002562863,5051,56214,596
89,1.237663479259595e+18,335.171589386541,0.027707656911667,19.27938,17.85427,17.13083,16.72712,16.44642,4192,301,4,190,4.2231970335296096e+17,GALAXY,0.06111842,375,52140,390
90,1.2376682718995415e+18,204.996361806698,18.7081498997595,18.90763,17.57535,16.78307,16.34761,16.02442,5308,301,3,88,2.974679301925923e+18,GALAXY,0.1138369,2642,54232,188
91,1.2376619674337935e+18,196.411423643531,41.9679035833072,20.85495,20.24154,20.15498,20.14263,19.92836,3840,301,4,231,5.296488893553859e+18,QSO,2.573515,4704,55681,930
92,1.2376623362515927e+18,231.782043110718,36.4536289819729,18.34173,18.22335,17.94608,17.86707,17.53062,3926,301,3,40,1.5774817546236334e+18,QSO,0.3168831,1401,53144,349
93,1.2376543921746744e+18,115.47735711303,35.9461710618892,20.70954,20.5053,20.21579,20.19858,20.11169,2076,301,6,70,1.0540898809357292e+19,QSO,1.209643,9362,57801,814
94,1.237671124835631e+18,137.767555049078,12.718112634096,19.37861,18.05914,17.21581,16.79978,16.4729,5972,301,5,150,2.90044329802599e+18,GALAXY,0.1326686,2576,54086,455
95,1.237665127460045e+18,157.609543389039,31.0237403954468,22.98558,19.73521,18.25822,17.6243,17.23572,4576,301,2,293,7.263297503701e+18,GALAXY,0.2460333,6451,56358,426
96,1.2376623061860352e+18,205.01142763684,40.4209237620578,16.95524,15.22185,14.39465,13.99851,13.67039,3919,301,3,28,1.55045135918933e+18,GALAXY,0.02411054,1377,53050,317
97,1.237665127476364e+18,201.930138231732,33.1661218501815,23.73852,21.73401,20.601,19.74816,19.28832,4576,301,2,542,4.483400863591979e+18,GALAXY,0.5814581,3982,55332,245
98,1.2376789202043535e+18,359.22806141684,12.9555061546184,21.18471,20.40664,20.19705,20.20114,20.14899,7787,301,5,197,6.925626211256523e+18,QSO,2.777212,6151,56265,785
99,1.2376607648449823e+18,147.167311358165,38.4618775056874,21.09069,20.51679,20.24691,19.91746,19.73232,3560,301,4,262,5.147645254732896e+18,QSO,0.7394467,4572,55622,112
100,1.2376637841973578e+18,359.935104869622,0.0649830260228019,22.15423,22.20991,21.87874,21.61211,22.07898,4263,301,4,115,8.836092272468841e+18,QSO,1.511654,7848,56959,108
101,1.237663785282634e+18,26.2205398012206,1.04167999174269,23.76637,22.4788,21.76275,21.52753,20.73537,4263,301,6,291,9.900220523799138e+18,GALAXY,0.3228706,8793,57391,664
102,1.2376582061178232e+18,169.647391756427,50.125687985346,22.19412,21.84092,21.6457,21.28998,20.86466,2964,301,6,256,8.328452429701208e+18,QSO,2.003998,7397,57129,621
103,1.2376677350379364e+18,165.883860437209,21.2615761888464,25.64881,22.21944,20.28684,19.22551,18.74453,5183,301,3,230,7.237377890140314e+18,GALAXY,0.5841697,6428,56279,339
104,1.2376794350632307e+18,18.036857095421,-2.39876065388161,22.81175,22.8557,22.55348,21.70282,22.54365,7907,301,4,192,1.05069420465475e+19,GALAXY,0.8267679,9332,58072,160
105,1.237678856310489e+18,328.468433679033,9.14499019102536,22.37468,20.3336,19.92549,19.65408,19.96668,7772,301,6,102,4.6106668633741286e+18,STAR,-0.0005549722,4095,55497,388
106,1.2376575940727278e+18,117.959988257848,30.7545074868428,19.13031,17.86835,17.74964,17.74892,17.78886,2822,301,2,69,1.0021075852743412e+18,STAR,0.0001293718,890,52583,206
107,1.2376571909022024e+18,353.075241588635,-0.0735600301149839,16.70756,15.49133,15.59587,15.73269,15.7796,2728,301,3,367,7.679489909803192e+17,STAR,-0.0009034103,682,52525,310
108,1.237664289932772e+18,195.20584727662,14.2484054756811,24.04245,22.37726,20.44729,19.54731,19.14283,4381,301,2,161,6.102512560954956e+18,GALAXY,0.4897817,5420,56009,491
109,1.2376613623711007e+18,200.46445028597,47.001388462509,24.63626,21.59337,20.04771,18.67745,18.04283,3699,301,5,91,8.341863442534389e+18,STAR,-3.612172e-05,7409,56809,258
110,1.2376543986198776e+18,188.241415564195,64.3262752945818,23.93111,20.84135,18.96721,18.23016,17.79565,2078,301,2,112,6.755806649086382e+17,GALAXY,0.4315827,600,52317,148
111,1.2376503710090532e+18,157.659123188361,-1.94116120903839,22.12886,20.92018,19.53126,18.75319,18.23573,1140,301,4,32,4.2617233755238794e+18,GALAXY,0.1943263,3785,55273,699
112,1.2376514957549243e+18,115.294257288517,39.7705504803563,22.30266,19.95974,19.27146,19.04682,18.96458,1402,301,3,52,1.0548792207577731e+19,QSO,3.437153,9369,58054,858
113,1.2376582045109455e+18,183.049464088537,49.806878709659,20.14581,18.90478,18.3295,18.149,18.01352,2964,301,3,313,3.2865238944244306e+18,STAR,-0.0005472417,2919,54537,80
114,1.237666339727016e+18,19.281672072266,0.335543141959973,20.81038,19.34737,18.67784,18.32495,18.17797,4858,301,4,483,1.6878845394032005e+18,GALAXY,0.07861725,1499,53001,584
115,1.237667537466164e+18,140.055726363875,17.9410657530756,22.1352,22.22369,21.98092,21.07199,20.62457,5137,301,3,180,1.0756930029449665e+19,GALAXY,0.7753103,9554,57807,299
116,1.2376709621601403e+18,36.4404693608058,24.8820074799018,21.47308,18.7042,17.58011,17.15999,16.91633,5934,301,6,95,3.6491299158251034e+18,STAR,-0.0001995768,3241,54884,321
117,1.2376805050373248e+18,326.861187557263,29.5166612673411,25.39099,22.38602,21.92081,21.03403,18.8787,8156,301,5,45,8.604314133431867e+18,STAR,-9.476902e-05,7642,57651,680
118,1.2376614182105912e+18,206.089586009003,56.1899478396044,23.19028,22.44156,20.61892,19.77301,19.33284,3712,301,5,166,7.661837484830251e+18,GALAXY,0.4696822,6805,56442,322
119,1.237673706652566e+18,116.758679586315,42.3689427488273,21.49909,21.39849,21.5186,21.17201,20.58278,6573,301,6,222,9.333959665535703e+18,QSO,2.03741,8290,57364,907
120,1.2376786619686587e+18,17.8616194010082,4.99026740640401,22.86887,22.3402,21.47664,20.6899,20.04914,7727,301,4,185,1.0623037555783e+19,GALAXY,0.6332859,9435,58108,625
121,1.2376607632339763e+18,146.847909147878,36.9769337912673,18.53284,17.38441,16.74309,16.35021,16.14815,3560,301,1,256,1.7959104572870103e+18,GALAXY,0.1132077,1595,52999,364
122,1.2376619668916142e+18,179.949757207077,42.1733111159443,19.45144,19.23343,19.12061,18.92797,18.87175,3840,301,3,150,1.6303798083890975e+18,QSO,1.464822,1448,53120,279
123,1.2376786023881774e+18,22.0789973875699,17.4858567386891,23.52917,22.33625,20.83109,19.82641,19.25587,7713,301,5,371,5.774883382212449e+18,GALAXY,0.5231566,5129,55864,519
124,1.2376546053250747e+18,158.576346441383,4.38729992645724,20.34846,18.44158,17.31061,16.81646,16.50159,2126,301,3,263,6.486824874588508e+17,GALAXY,0.1413762,576,52325,597
125,1.237664854186984e+18,230.452398612691,29.0287779251295,23.0733,22.21642,20.73226,19.84539,19.3744,4512,301,5,205,4.367447190484048e+18,GALAXY,0.4501796,3879,55244,296
126,1.2376515403192077e+18,163.15528901859,67.1167588707576,20.39433,20.30561,20.26327,20.04396,20.09552,1412,301,6,113,5.5179296641963834e+17,QSO,1.786036,490,51929,371
127,1.237661387608228e+18,224.937758713386,50.664422927031,20.50354,18.63821,17.5173,17.02221,16.62568,3705,301,4,155,1.4964348220699054e+18,GALAXY,0.1308561,1329,52767,414
128,1.2376634626059144e+18,347.67145448828,0.647826221571508,24.01211,22.82829,22.46926,21.65819,20.74294,4188,301,5,27,1.0362878804356256e+19,GALAXY,0.8042763,9204,57712,349
129,1.237669518517339e+18,3.97160976525805,7.98959024483911,25.18613,23.60261,21.65463,20.45915,19.76776,5598,301,5,142,5.1039677089844e+18,GALAXY,0.6588997,4533,55855,958
130,1.2376555034974623e+18,255.760549087548,35.9734100615387,24.4862,23.70745,21.84003,19.01244,17.24497,2335,301,4,70,5.616180972716579e+18,STAR,-0.0001183083,4988,55825,699
131,1.237658206128374e+18,207.115630478555,49.0435187462245,21.90047,21.23955,20.63776,20.25327,19.7985,2964,301,6,417,8.366812191924705e+18,QSO,2.11461,7431,57162,909
132,1.2376685032969344e+18,254.540865818093,46.6439389961984,22.83188,21.74161,19.91601,18.90629,18.38099,5362,301,2,180,6.783711143146052e+18,GALAXY,0.5040912,6025,56098,597
133,1.2376683314960148e+18,231.399026169963,11.7341225442957,24.31368,22.97737,21.08122,19.92166,19.46485,5322,301,2,146,6.184752732177717e+18,GALAXY,0.574033,5493,56009,671
134,1.2376621982817329e+18,223.371554991601,9.1963388496304,22.48133,21.34618,20.5195,19.93457,19.45073,3894,301,2,131,6.165652290672024e+18,QSO,2.29519,5476,55986,816
135,1.2376663397268198e+18,18.8639892880002,0.324439454962566,19.77437,18.71289,18.25285,18.10635,17.99872,4858,301,4,480,1.2160818944084808e+18,GALAXY,0.04246907,1080,52614,400
136,1.23766378313325e+18,21.9143650780186,-0.651706933907771,22.17128,20.87646,19.10538,18.49233,17.9983,4263,301,2,262,7.83631594903595e+17,GALAXY,0.3599544,696,52209,19
137,1.23766233732599e+18,233.808428428316,36.2479495275216,19.33176,19.29815,19.04245,19.07623,19.19175,3926,301,5,50,1.5775350809375803e+18,QSO,1.217563,1401,53144,543
138,1.2376648778077307e+18,155.787605544879,32.907530030782,17.4468,15.57273,14.76069,14.365,14.05736,4518,301,1,181,2.2011445461070907e+18,GALAXY,0.03722072,1955,53442,37
139,1.2376792546643807e+18,18.1605036711471,-4.65849486635508,22.77001,21.47137,21.3195,20.97956,20.55768,7865,301,4,36,7.932167264190879e+18,STAR,-0.0002920416,7045,56577,736
140,1.2376788584567283e+18,325.461385122282,9.26610341356261,22.09982,21.80714,20.94176,19.99376,19.38443,7773,301,2,83,4.608348817615772e+18,GALAXY,0.612211,4093,55475,147
141,1.23766378528093e+18,22.4508703455295,0.87449204961941,24.01326,20.76672,19.55392,19.00624,18.6972,4263,301,6,265,1.2138144270406387e+18,STAR,-0.0002738693,1078,52643,343
142,1.237680529199203e+18,333.261512781073,25.5313440418462,21.23646,20.24162,19.43245,18.49824,18.50814,8162,301,2,86,6.708152156258851e+18,GALAXY,0.04120348,5958,56213,147
143,1.2376788595546524e+18,21.6791199292476,12.3133838799599,26.6268,23.33364,20.87592,19.60192,19.00796,7773,301,4,452,5.25709311956932e+18,GALAXY,0.6235749,4669,55831,969
144,1.2376802752578847e+18,354.947998871276,26.0120955614263,23.16908,20.6708,20.15148,19.91438,19.71834,8103,301,1,65,7.336478802196061e+18,STAR,-0.001192703,6516,56571,418
145,1.2376593249484808e+18,229.661826208228,50.2504693869972,22.72556,22.03712,20.86127,20.07562,19.69611,3225,301,2,129,7.567286905806805e+18,GALAXY,0.6043935,6721,56398,413
146,1.237662301899522e+18,219.269408501938,46.9626376810874,17.01845,15.98412,15.66522,15.54374,15.52807,3918,301,3,157,1.884886794298747e+18,STAR,-0.0001544778,1674,53464,474
147,1.2376576091133711e+18,133.744502776639,45.8198164646772,21.7007,21.31488,21.02652,20.77019,20.64225,2825,301,6,195,8.249501165689264e+18,QSO,0.9340387,7327,56715,118
